index,São Paulo,Porto Alegre,Rio de Janeiro,Campinas,Belo Horizonte,area,rooms,bathroom,parking spaces,floor,isHouse,animal,furniture,y con + alu
2149,1,0,0,0,0,50,1,1,0,1,1,0,0,830
3393,0,1,0,0,0,80,2,1,1,1,0,1,0,833
8317,1,0,0,0,0,27,1,1,0,1,1,0,0,835
5221,0,1,0,0,0,31,1,1,0,4,0,1,0,836
3263,0,1,0,0,0,52,1,1,0,1,1,1,0,838
8412,0,0,0,1,0,30,1,1,0,4,0,1,0,839
9346,0,1,0,0,0,39,1,1,0,3,0,1,0,840
7623,0,1,0,0,0,30,1,1,0,5,0,1,0,845
3323,0,0,0,0,1,50,2,1,1,4,0,1,0,845
8096,0,0,0,1,0,50,1,1,0,8,0,1,0,850
8493,1,0,0,0,0,40,1,1,0,1,1,1,0,850
943,0,0,0,0,1,50,2,1,0,1,1,1,0,850
5398,1,0,0,0,0,16,1,1,0,1,0,0,0,850
7417,1,0,0,0,0,30,1,1,0,1,1,0,0,850
6613,0,0,0,0,1,50,2,1,0,1,1,0,0,850
4434,0,1,0,0,0,40,1,1,1,4,0,1,0,850
3940,1,0,0,0,0,16,1,1,0,1,0,0,0,850
2463,0,0,0,0,1,55,2,1,0,2,0,0,0,850
7928,0,1,0,0,0,42,2,1,0,1,1,1,0,858
4689,0,0,0,0,1,30,1,1,1,2,0,0,1,860
2620,0,0,0,1,0,30,1,1,0,5,0,1,0,860
3130,1,0,0,0,0,36,1,1,0,1,0,1,0,860
8865,0,0,0,0,1,40,1,1,1,1,0,0,0,860
6508,0,1,0,0,0,42,2,1,0,1,1,1,0,860
9633,1,0,0,0,0,40,1,1,0,1,1,0,1,860
6309,0,0,0,0,1,42,2,1,1,4,0,1,0,865
4275,0,1,0,0,0,50,1,1,0,3,0,1,0,870
1131,1,0,0,0,0,24,1,1,0,1,1,0,0,870
10074,1,0,0,0,0,50,1,1,0,2,0,0,0,870
1626,1,0,0,0,0,22,1,1,0,1,1,0,0,870
3948,1,0,0,0,0,35,1,1,0,1,0,1,0,874
9579,0,0,0,0,1,45,1,1,0,1,1,0,0,875
9744,0,0,0,1,0,67,2,1,0,1,1,1,0,880
4785,1,0,0,0,0,50,1,1,0,1,1,0,0,880
1814,1,0,0,0,0,40,1,1,0,1,1,0,0,880
1916,0,0,0,1,0,30,1,1,0,5,0,0,1,880
2211,1,0,0,0,0,25,1,1,0,1,0,0,0,885
8718,0,0,0,1,0,33,1,1,0,11,0,0,0,890
7545,0,0,0,0,1,55,1,1,0,1,1,1,0,895
4454,0,1,0,0,0,45,1,1,1,4,0,1,0,895
7250,1,0,0,0,0,20,1,1,0,3,0,0,1,900
5206,0,0,0,1,0,82,2,1,1,1,0,1,0,900
7694,1,0,0,0,0,30,1,1,0,1,0,0,0,900
5231,0,1,0,0,0,30,1,1,0,3,0,0,0,900
2635,1,0,0,0,0,50,1,1,1,1,1,0,0,900
96,0,0,0,1,0,44,1,1,0,7,0,1,0,900
2930,1,0,0,0,0,40,1,1,0,1,1,0,0,900
7661,0,0,1,0,0,18,1,1,0,1,0,0,0,900
342,0,1,0,0,0,48,1,1,0,4,0,1,0,900
6553,1,0,0,0,0,35,1,1,0,1,1,1,0,900
5054,1,0,0,0,0,37,1,1,0,1,1,0,0,900
1097,0,0,0,0,1,68,2,1,1,11,0,1,0,900
4713,1,0,0,0,0,50,2,1,0,1,1,0,0,900
3735,1,0,0,0,0,35,1,1,0,1,0,0,0,900
198,0,0,0,0,1,50,2,1,0,5,0,1,0,900
7672,0,0,0,1,0,32,1,1,0,9,0,0,0,900
5759,1,0,0,0,0,26,1,1,0,1,1,0,0,900
665,1,0,0,0,0,50,1,2,0,1,1,1,0,900
4042,0,0,0,0,1,54,2,1,1,1,0,1,0,900
2079,1,0,0,0,0,34,1,1,0,1,1,0,0,900
10314,0,0,0,1,0,53,1,1,0,6,0,1,0,903
10164,0,0,1,0,0,15,1,1,0,4,0,0,0,908
1823,1,0,0,0,0,16,1,1,0,1,0,0,0,910
2539,1,0,0,0,0,55,1,1,0,1,0,0,0,910
10515,0,0,0,1,0,26,1,1,0,2,0,1,0,910
3887,0,0,0,0,1,32,1,1,1,1,0,1,0,910
339,0,1,0,0,0,35,1,1,0,1,0,1,0,915
8755,0,0,0,0,1,250,2,2,1,1,1,1,0,915
8503,0,0,0,0,1,55,2,1,1,3,0,1,0,920
10053,1,0,0,0,0,40,1,1,0,1,1,1,0,920
2089,0,1,0,0,0,37,1,1,0,3,0,1,0,920
1594,0,0,0,1,0,44,2,1,0,2,0,1,0,922
1022,0,0,0,1,0,40,1,1,0,8,0,0,0,922
8552,0,0,0,1,0,44,1,1,0,7,0,1,0,930
1068,0,0,0,1,0,47,1,1,0,1,0,1,1,930
10642,0,1,0,0,0,40,1,1,0,2,0,1,0,930
2179,0,0,0,1,0,58,2,1,1,2,0,1,0,930
3414,1,0,0,0,0,70,1,1,0,1,1,1,0,930
2849,0,0,0,1,0,55,2,1,1,2,0,1,0,935
5071,0,0,0,0,1,66,2,1,1,13,0,1,0,935
7660,0,1,0,0,0,56,2,1,0,4,0,1,0,937
9724,0,0,0,1,0,44,1,1,0,4,0,1,0,937
6505,0,0,0,1,0,50,1,1,0,4,0,1,0,938
6956,0,0,0,1,0,50,1,1,0,1,1,1,0,940
6045,0,1,0,0,0,39,1,1,0,11,0,1,0,940
10177,0,0,0,1,0,47,1,1,0,8,0,1,0,943
2534,1,0,0,0,0,63,1,1,1,3,0,1,0,948
2255,1,0,0,0,0,45,1,1,0,1,0,0,0,950
3187,0,1,0,0,0,80,2,1,0,1,0,1,0,950
8456,1,0,0,0,0,100,1,1,0,1,1,0,0,950
5941,0,1,0,0,0,60,1,1,0,2,0,1,0,950
10105,0,0,0,0,1,30,1,1,1,1,0,0,0,950
5214,0,0,0,0,1,50,2,1,0,1,1,0,0,950
3811,0,0,0,1,0,46,1,1,0,2,0,1,0,950
5935,0,1,0,0,0,28,1,1,0,4,0,1,0,950
9953,0,0,1,0,0,20,1,1,0,5,0,1,0,950
8894,1,0,0,0,0,45,1,1,0,1,1,0,0,950
3566,1,0,0,0,0,50,1,1,0,1,0,1,0,950
4728,0,1,0,0,0,80,2,1,0,1,1,1,0,950
6983,0,1,0,0,0,55,1,1,0,1,0,1,0,950
7610,0,1,0,0,0,27,1,1,0,9,0,1,0,950
3836,0,1,0,0,0,60,2,1,1,1,1,0,0,950
716,0,1,0,0,0,30,1,1,0,4,0,1,0,953
866,0,0,0,1,0,50,1,1,0,7,0,1,0,955
8505,0,1,0,0,0,30,1,1,0,4,0,1,0,960
4293,0,0,0,0,1,50,2,1,1,10,0,1,0,960
4915,0,1,0,0,0,40,1,1,1,1,1,1,0,960
1678,0,0,0,0,1,51,2,1,1,2,0,1,0,960
6944,0,0,0,0,1,50,2,1,1,10,0,1,0,960
2997,1,0,0,0,0,45,2,1,0,2,0,1,0,960
4122,0,1,0,0,0,40,1,1,0,5,0,1,0,970
910,0,0,0,0,1,40,1,1,1,2,0,0,1,970
920,0,0,0,0,1,40,1,1,1,2,0,0,1,970
1496,1,0,0,0,0,40,1,1,0,1,1,0,0,970
5385,0,1,0,0,0,47,1,1,1,10,0,1,0,970
6590,0,1,0,0,0,80,1,1,0,1,1,1,0,971
10377,0,1,0,0,0,40,2,1,1,4,0,0,0,972
959,1,0,0,0,0,40,1,1,1,1,1,0,0,972
6191,0,0,0,1,0,55,1,1,0,5,0,1,0,973
9250,0,0,0,0,1,50,2,1,1,2,0,1,0,976
5260,1,0,0,0,0,22,1,1,0,1,1,1,0,976
9001,0,0,0,0,1,76,2,1,1,1,0,1,0,977
1224,1,0,0,0,0,35,1,1,1,1,0,1,0,977
619,1,0,0,0,0,35,1,1,1,1,0,1,0,977
2359,0,0,0,0,1,45,2,1,1,5,0,0,0,977
9515,0,1,0,0,0,22,1,1,0,6,0,1,0,980
1550,0,1,0,0,0,32,1,1,0,1,1,1,1,980
925,1,0,0,0,0,40,1,1,0,1,0,0,0,980
8490,1,0,0,0,0,33,2,1,0,1,1,0,0,980
4478,1,0,0,0,0,16,1,1,0,1,0,0,0,980
3809,0,0,0,1,0,35,1,1,0,8,0,1,0,980
3257,0,1,0,0,0,45,1,1,1,1,0,1,0,980
4017,1,0,0,0,0,23,1,1,0,2,0,0,0,980
8861,1,0,0,0,0,50,1,1,0,1,0,0,0,980
10412,1,0,0,0,0,60,1,1,0,1,1,0,0,980
7915,0,1,0,0,0,46,2,1,0,1,0,1,0,984
8921,0,1,0,0,0,46,2,1,1,1,1,1,0,986
3236,0,0,1,0,0,40,1,1,0,3,0,1,0,987
2506,0,0,0,1,0,56,1,1,0,3,0,0,0,988
1186,0,0,0,1,0,45,1,1,0,4,0,1,0,990
2044,0,1,0,0,0,49,1,1,0,7,0,1,0,990
455,0,1,0,0,0,38,1,1,0,2,0,1,0,990
6925,0,0,0,0,1,70,3,1,1,3,0,1,0,990
7685,0,0,0,1,0,36,1,1,0,5,0,1,0,990
8548,0,0,0,1,0,55,1,1,0,4,0,1,0,990
9172,0,1,0,0,0,25,1,1,0,12,0,0,0,990
3557,0,1,0,0,0,27,1,1,0,6,0,0,0,994
5110,0,0,0,0,1,55,3,1,1,3,0,0,0,999
4597,1,0,0,0,0,70,2,1,0,1,1,1,0,999
9956,0,1,0,0,0,36,1,1,1,4,0,1,0,1000
8114,1,0,0,0,0,30,1,1,0,1,1,1,0,1000
8477,0,0,0,0,1,20,1,1,1,1,0,0,0,1000
1621,0,1,0,0,0,50,2,1,1,1,1,1,0,1000
8940,1,0,0,0,0,40,1,1,0,1,0,1,0,1000
4948,0,1,0,0,0,56,1,1,0,2,0,1,0,1000
5219,0,0,0,1,0,50,2,1,1,3,0,1,0,1000
4759,1,0,0,0,0,20,1,1,0,1,0,0,0,1000
6438,0,1,0,0,0,40,1,1,0,10,0,1,0,1000
10358,0,1,0,0,0,45,2,1,0,1,0,1,0,1000
8136,0,0,0,1,0,49,1,1,0,3,0,1,0,1000
826,0,0,0,0,1,70,2,1,1,1,1,1,0,1000
9999,0,1,0,0,0,48,1,1,0,4,0,1,0,1000
10054,1,0,0,0,0,20,1,1,0,1,0,0,0,1000
5217,0,1,0,0,0,72,2,1,0,3,0,0,0,1000
9004,0,0,0,1,0,49,2,1,1,1,1,1,0,1000
8659,0,0,1,0,0,65,2,1,0,1,1,1,0,1000
5851,0,0,0,1,0,48,1,1,1,1,0,0,0,1000
5700,0,0,1,0,0,30,1,1,0,20,0,0,0,1000
5411,0,0,0,0,1,45,2,1,1,3,0,1,0,1000
8928,0,0,1,0,0,15,1,1,0,2,0,0,0,1000
4476,0,1,0,0,0,50,2,1,1,1,1,1,0,1000
3258,0,1,0,0,0,55,2,1,0,3,0,1,0,1000
5392,0,1,0,0,0,50,2,1,1,1,1,0,0,1000
3622,0,1,0,0,0,70,1,1,0,3,0,0,0,1000
10272,1,0,0,0,0,50,1,1,0,1,1,0,0,1000
5098,1,0,0,0,0,45,1,1,0,1,1,0,0,1000
6931,0,0,1,0,0,50,1,1,0,1,0,1,1,1000
3023,0,0,0,1,0,76,2,1,0,1,0,1,0,1000
1552,0,0,0,1,0,70,2,2,0,5,0,0,0,1000
3565,1,0,0,0,0,30,1,1,0,1,1,0,0,1000
2099,0,0,0,0,1,90,2,1,0,1,0,1,0,1000
1325,1,0,0,0,0,40,1,1,0,1,0,1,0,1000
2011,1,0,0,0,0,35,1,1,0,3,0,0,0,1000
9023,1,0,0,0,0,40,1,1,0,1,1,1,0,1001
2924,1,0,0,0,0,60,1,1,1,3,0,1,0,1002
3146,0,0,1,0,0,16,1,1,0,2,0,1,0,1005
4347,0,1,0,0,0,36,1,1,0,6,0,0,0,1005
5991,0,1,0,0,0,40,1,1,0,2,0,0,0,1006
7803,0,0,0,1,0,45,1,1,0,7,0,0,0,1006
9367,0,1,0,0,0,58,1,1,0,2,0,1,0,1009
2983,1,0,0,0,0,38,1,1,0,2,0,0,0,1010
8661,0,0,0,0,1,21,1,1,0,20,0,0,0,1010
6473,1,0,0,0,0,38,1,1,0,1,0,0,0,1010
8832,0,0,1,0,0,30,1,1,0,3,0,1,0,1014
4493,0,0,0,0,1,54,2,1,2,2,0,1,0,1014
833,0,0,0,0,1,50,2,1,1,1,0,1,0,1015
3639,0,0,1,0,0,50,2,1,0,5,0,1,0,1015
10026,0,0,0,0,1,55,1,1,0,1,1,0,0,1020
7861,0,0,0,0,1,68,3,1,2,3,0,1,0,1020
9028,0,1,0,0,0,46,1,1,1,1,0,1,1,1020
6512,0,0,0,0,1,48,2,1,1,3,0,1,0,1020
3946,1,0,0,0,0,35,1,1,1,1,0,1,0,1020
5305,0,0,0,1,0,50,1,1,0,2,0,1,0,1023
5467,0,1,0,0,0,40,1,1,0,20,0,1,0,1025
9397,0,0,0,0,1,57,2,1,1,3,0,0,0,1025
6372,0,1,0,0,0,25,1,1,0,8,0,1,0,1027
3933,0,0,0,0,1,50,2,1,1,5,0,1,0,1029
3459,0,0,0,0,1,70,2,1,0,1,1,0,0,1030
3610,1,0,0,0,0,40,1,1,0,1,1,0,0,1030
5150,0,1,0,0,0,46,1,1,1,2,0,1,0,1030
9514,1,0,0,0,0,40,1,1,0,1,1,0,0,1030
7446,0,1,0,0,0,45,2,1,1,4,0,1,0,1030
10474,0,0,0,0,1,63,2,1,1,4,0,0,0,1030
9418,1,0,0,0,0,45,1,1,0,1,1,0,0,1030
8884,0,1,0,0,0,52,1,1,0,10,0,1,0,1030
4659,0,0,0,0,1,150,3,1,1,4,0,1,0,1030
3761,0,0,0,0,1,55,2,1,1,1,0,0,0,1030
1355,0,0,0,1,0,37,1,1,1,2,0,1,0,1033
7269,0,1,0,0,0,28,1,1,0,2,0,1,0,1034
5984,0,0,0,0,1,68,2,1,0,1,1,1,0,1035
5201,1,0,0,0,0,40,1,1,0,1,1,0,0,1035
7786,0,0,0,1,0,42,2,1,1,3,0,1,0,1036
2282,0,1,0,0,0,48,1,1,0,4,0,1,0,1040
10183,0,0,0,1,0,50,1,1,1,2,0,0,0,1040
220,0,1,0,0,0,46,1,1,0,4,0,1,0,1040
8197,0,0,0,0,1,55,2,1,1,1,0,1,0,1040
6122,1,0,0,0,0,31,2,1,0,2,0,1,0,1040
651,0,0,0,1,0,50,1,1,1,3,0,1,0,1043
7349,0,0,0,1,0,51,1,1,0,1,0,0,0,1048
9735,0,0,0,0,1,50,2,1,0,1,1,0,0,1050
4494,0,1,0,0,0,62,1,1,0,3,0,1,0,1050
1850,0,1,0,0,0,50,1,1,1,7,0,1,0,1050
7235,0,0,0,0,1,50,1,1,0,1,1,0,0,1050
7394,0,0,0,0,1,55,2,1,1,3,0,0,0,1050
4425,0,0,0,0,1,45,2,1,1,4,0,1,0,1050
3992,1,0,0,0,0,48,2,1,1,4,0,1,0,1050
9968,0,1,0,0,0,26,1,1,0,1,0,1,0,1050
10510,0,0,1,0,0,30,1,1,0,3,0,1,0,1050
7052,0,0,0,0,1,50,2,1,1,4,0,1,0,1050
71,1,0,0,0,0,45,1,1,0,1,1,1,0,1050
2407,1,0,0,0,0,50,1,1,0,1,1,1,0,1050
5675,0,1,0,0,0,50,1,1,0,1,1,1,0,1053
565,1,0,0,0,0,34,1,1,0,2,0,1,0,1055
624,0,0,1,0,0,39,1,1,0,4,0,1,0,1059
5964,0,1,0,0,0,27,1,1,0,2,0,1,0,1060
3432,0,1,0,0,0,60,2,1,0,3,0,1,0,1060
7852,0,1,0,0,0,27,1,1,0,1,0,1,0,1060
6273,0,1,0,0,0,35,1,1,0,1,0,1,0,1060
9125,0,0,0,0,1,55,2,1,1,8,0,0,0,1060
5797,0,1,0,0,0,27,1,1,0,2,0,1,0,1060
1105,0,0,0,0,1,55,2,1,1,7,0,0,0,1060
2100,1,0,0,0,0,60,1,2,0,1,1,1,0,1062
10525,0,0,0,1,0,55,1,1,1,2,0,1,0,1063
4590,0,0,0,0,1,65,3,1,1,2,0,1,0,1070
3709,0,1,0,0,0,60,2,1,0,4,0,1,0,1070
5921,0,0,0,0,1,50,2,1,2,6,0,1,0,1070
4529,0,1,0,0,0,42,2,1,0,2,0,1,0,1070
8190,0,1,0,0,0,110,2,1,0,1,1,1,0,1070
6188,0,1,0,0,0,46,1,1,0,2,0,1,0,1070
1895,0,0,0,0,1,42,2,1,1,5,0,1,0,1070
3051,0,1,0,0,0,30,1,1,0,1,0,1,1,1080
7602,1,0,0,0,0,60,2,1,0,1,1,1,0,1080
149,1,0,0,0,0,60,2,1,0,1,1,1,0,1080
4852,0,0,0,1,0,44,1,1,0,8,0,1,1,1080
6564,0,0,0,1,0,75,2,1,1,1,1,1,0,1080
3021,0,0,0,1,0,34,1,1,0,4,0,1,0,1080
2988,0,1,0,0,0,39,1,1,1,1,0,0,1,1085
3191,1,0,0,0,0,70,1,1,0,1,1,0,0,1086
475,0,1,0,0,0,62,2,1,0,4,0,1,0,1088
6814,1,0,0,0,0,30,1,1,0,1,1,1,0,1090
145,0,0,0,0,1,50,2,1,1,1,0,1,0,1090
6930,0,0,0,0,1,70,2,1,1,2,0,1,0,1090
9307,0,0,0,0,1,65,3,2,2,2,0,1,0,1093
7101,0,0,0,1,0,48,2,1,1,4,0,1,0,1093
7736,1,0,0,0,0,40,1,1,0,1,1,0,0,1094
6881,0,0,0,1,0,55,2,1,1,4,0,1,0,1095
8310,1,0,0,0,0,50,1,1,1,1,1,1,0,1100
340,0,0,0,0,1,15,1,1,0,3,0,0,1,1100
10127,1,0,0,0,0,35,1,1,0,1,1,1,0,1100
7590,0,0,1,0,0,45,2,1,0,5,0,1,0,1100
458,1,0,0,0,0,20,1,1,0,1,0,0,0,1100
9500,1,0,0,0,0,47,1,1,0,4,0,0,0,1100
600,0,0,0,0,1,58,1,1,1,1,1,1,0,1100
3299,1,0,0,0,0,70,2,1,1,1,1,1,0,1100
6143,1,0,0,0,0,48,1,1,0,1,1,1,0,1100
10411,1,0,0,0,0,100,2,1,0,1,1,0,0,1100
1968,1,0,0,0,0,60,2,1,0,1,1,1,0,1100
5871,0,0,0,0,1,73,3,1,0,1,0,1,0,1100
10008,1,0,0,0,0,45,1,1,0,1,0,0,0,1100
1822,1,0,0,0,0,35,1,1,0,1,1,1,0,1100
4384,0,0,0,0,1,15,1,1,0,3,0,0,1,1100
3336,0,1,0,0,0,50,1,1,0,1,1,1,1,1100
6498,0,0,0,0,1,76,2,1,1,2,0,0,0,1100
6324,0,0,0,0,1,29,1,1,0,1,0,0,0,1100
1338,0,0,1,0,0,50,1,1,1,5,0,1,0,1100
10528,0,1,0,0,0,44,1,1,0,3,0,1,0,1100
7521,1,0,0,0,0,47,1,1,0,1,1,0,0,1100
3719,0,1,0,0,0,40,1,1,0,3,0,1,1,1100
7413,1,0,0,0,0,40,1,1,0,1,1,1,0,1100
1522,1,0,0,0,0,68,1,1,0,1,1,0,0,1100
6744,0,1,0,0,0,50,1,1,0,8,0,1,0,1100
621,0,0,0,0,1,29,1,1,0,1,0,1,0,1100
7145,0,0,1,0,0,72,2,1,1,3,0,1,0,1100
1346,0,0,0,0,1,45,1,1,0,1,1,1,0,1100
294,1,0,0,0,0,80,2,1,0,1,0,0,0,1100
6711,0,0,0,0,1,90,4,3,1,2,0,1,0,1100
10270,1,0,0,0,0,50,2,2,0,1,1,0,0,1100
9419,1,0,0,0,0,35,1,1,0,1,1,0,0,1100
245,1,0,0,0,0,40,1,1,0,1,1,1,0,1100
4210,1,0,0,0,0,35,1,1,0,1,1,1,0,1100
4000,0,1,0,0,0,45,1,1,0,1,1,0,0,1100
23,1,0,0,0,0,35,1,1,0,1,1,1,0,1100
3426,1,0,0,0,0,100,2,1,0,1,1,1,0,1100
8500,0,1,0,0,0,47,1,1,0,3,0,1,0,1100
6668,0,0,0,0,1,58,2,1,1,2,0,1,0,1100
2805,1,0,0,0,0,50,1,1,0,1,1,1,0,1100
4249,0,0,0,1,0,55,1,1,1,1,1,1,1,1100
4352,0,0,0,1,0,48,2,1,1,4,0,1,0,1108
10335,0,0,0,0,1,65,2,1,1,2,0,0,0,1108
9574,0,0,0,1,0,50,2,1,1,1,0,1,0,1110
3733,0,0,0,1,0,40,1,1,0,8,0,1,0,1110
10028,0,0,0,1,0,55,2,1,1,1,0,1,0,1110
5795,0,0,0,1,0,110,2,1,1,2,0,1,0,1110
6596,0,0,0,1,0,52,1,1,1,6,0,1,0,1110
4665,0,0,1,0,0,64,2,1,0,3,0,1,0,1110
1637,0,0,0,1,0,120,1,2,1,1,1,1,0,1112
7949,0,1,0,0,0,25,1,1,0,4,0,1,0,1115
4706,0,1,0,0,0,44,1,1,0,5,0,1,0,1119
9475,0,1,0,0,0,33,1,1,0,1,0,1,0,1120
5817,0,1,0,0,0,38,1,1,0,5,0,1,0,1120
10148,0,1,0,0,0,48,1,1,0,2,0,1,0,1120
3006,0,0,0,1,0,74,3,1,1,4,0,1,0,1122
9709,0,0,0,1,0,37,1,1,0,4,0,0,1,1124
5055,0,1,0,0,0,65,2,1,0,3,0,1,0,1125
588,0,1,0,0,0,70,2,1,0,1,0,1,0,1125
1962,0,1,0,0,0,50,2,1,1,3,0,1,0,1126
6751,0,0,0,1,0,55,2,1,1,1,1,1,0,1130
